time,seconds_elapsed,z,y,x
1772031823600193000,0.086193115234375,-0.7643938064575195,-1.4696283340454102,1.1739684343338013
1772031823610142000,0.096141845703125,-0.8980211019515991,-1.5917799472808838,1.1104596853256226
1772031823620090000,0.106090087890625,-0.9679610133171082,-1.4599186182022095,0.9773220419883728
1772031823630039000,0.1160390625,-0.9673141241073608,-1.195225715637207,0.8022378087043762
1772031823639988000,0.125988037109375,-0.9078574776649475,-0.8546074032783508,0.6275586485862732
1772031823649936000,0.135935791015625,-0.7873489260673523,-0.47379758954048157,0.48603594303131104
1772031823659885000,0.145885009765625,-0.632710874080658,-0.16014860570430756,0.4163884222507477
1772031823669834000,0.155833984375,-0.4827323853969574,0.11039593070745468,0.3824229836463928
1772031823679783000,0.165782958984375,-0.37985020875930786,0.3539896607398987,0.3516347110271454
1772031823689730800,0.175730712890625,-0.32908719778060913,0.5375581979751587,0.3571457266807556
1772031823699679700,0.1856796875,-0.3069224953651428,0.6305110454559326,0.35915616154670715
1772031823709629000,0.19562890625,-0.35907042026519775,0.6809827089309692,0.39765071868896484
1772031823719576800,0.205576904296875,-0.4697367548942566,0.7153326869010925,0.4812803566455841
1772031823729526000,0.215526123046875,-0.5477831959724426,0.7126049995422363,0.5433905720710754
1772031823739475000,0.225474853515625,-0.5670120120048523,0.6071406602859497,0.5423170328140259
1772031823749423000,0.235423095703125,-0.4955422282218933,0.3761075437068939,0.48190391063690186
1772031823759372000,0.2453720703125,-0.30449289083480835,0.1729235202074051,0.37663233280181885
1772031823769321000,0.255321044921875,-0.017740027979016304,0.03196318820118904,0.21024732291698456
1772031823779270000,0.265269775390625,0.29631030559539795,-0.09239497780799866,-0.00659150630235672
1772031823789218000,0.275218017578125,0.5784317255020142,-0.18395830690860748,-0.21670366823673248
1772031823799167000,0.2851669921875,0.8046283721923828,-0.27800440788269043,-0.40841931104660034
1772031823809116000,0.295115966796875,0.9556735754013062,-0.42005041241645813,-0.5457751154899597
1772031823819063800,0.305063720703125,1.0015652179718018,-0.5869417190551758,-0.6040754318237305
1772031823829013000,0.315012939453125,0.9351862072944641,-0.7139941453933716,-0.5757263898849487
1772031823838962000,0.3249619140625,0.7756056189537048,-0.764386773109436,-0.4864833354949951
1772031823848911000,0.3349111328125,0.5733520984649658,-0.7338835000991821,-0.3729093074798584
1772031823858858800,0.344858642578125,0.36540552973747253,-0.6460713744163513,-0.22713132202625275
1772031823868808000,0.354807861328125,0.18515796959400177,-0.5515570044517517,-0.07317891716957092
1772031823878757000,0.364757080078125,0.10002390295267105,-0.5000941157341003,0.06855185329914093
1772031823888705000,0.374705078125,0.113802470266819,-0.4060225188732147,0.18506984412670135
1772031823898654000,0.384654052734375,0.20555342733860016,-0.27625733613967896,0.2785244286060333
