time,seconds_elapsed,z,y,x
1772048139758629000,0.075629150390625,-0.0003647033590823412,0.006165243685245514,0.00044643180444836617
1772048139768581000,0.0855810546875,0.0002648676745593548,-0.0021057352423667908,0.001422214088961482
1772048139778533000,0.095533203125,0.0006961170583963394,0.000015824800357222557,0.00409075478091836
1772048139788485400,0.1054853515625,-0.0005393233150243759,0.008997336030006409,-0.00011437619104981422
1772048139798437000,0.11543701171875,0.0006925412453711033,0.0000214320607483387,0.0006077089346945286
1772048139808388400,0.125388427734375,-0.0007213307544589043,-0.0017226720228791237,0.0001680208370089531
1772048139818340000,0.135340087890625,0.00017207348719239235,0.0040911780670285225,-0.001399169210344553
1772048139828292000,0.1452919921875,-0.002022904111072421,0.005087200086563826,0.003514895448461175
1772048139838244000,0.155244140625,0.00176995899528265,-0.0008350992575287819,0.0009095687419176102
1772048139848196400,0.1651962890625,-0.0015512693207710981,-0.0022295303642749786,-0.0013458621688187122
1772048139858148000,0.175148193359375,-0.0023009153082966805,0.004637754522264004,0.0026398312766104937
1772048139868100000,0.18510009765625,-0.0008809177670627832,0.0017767202807590365,0.001501063583418727
1772048139878052400,0.19505224609375,-0.00094589963555336,-0.0014149134512990713,0.0003283466212451458
1772048139888003000,0.205003173828125,-0.00011579226702451706,0.00023518106900155544,-0.004225925542414188
1772048139897955000,0.214955078125,-0.00041828048415482044,-0.0006016197148710489,-0.0024201301857829094
1772048139907907300,0.2249072265625,-0.00016394862905144691,-0.0018005750607699156,-0.0006784228608012199
1772048139917859000,0.234859130859375,-0.0006766603328287601,-0.0004527950659394264,-0.002864998299628496
1772048139927811000,0.24481103515625,0.00041683344170451164,0.0032029261346906424,0.0009055053815245628
1772048139937763300,0.254763427734375,-0.00040300539694726467,0.0006698565557599068,0.0010449634864926338
1772048139947715300,0.26471533203125,-0.0008211217354983091,0.0005481499247252941,0.00013069994747638702
1772048139957666000,0.274666015625,-0.00012009916827082634,-0.0018041359726339579,0.001640047412365675
1772048139967618300,0.284618408203125,-0.0008367558475583792,0.00063478690572083,0.001598235685378313
1772048139977570000,0.294570068359375,-0.001247668405994773,-0.0029422722291201353,-0.0005159704014658928
1772048139987522000,0.30452197265625,-0.0016447457019239664,0.0007427437230944633,-0.0009391466155648232
1772048139997474300,0.314474365234375,-0.0002203495241701603,0.0013444351498037577,-0.002007551956921816
1772048140007426300,0.32442626953125,0.0011993814259767532,0.0003638593479990959,0.002006364520639181
1772048140017378000,0.3343779296875,-0.000746055506169796,0.00017783604562282562,0.00030120834708213806
1772048140027329300,0.344329345703125,-0.0006813406944274902,0.0014572185464203358,0.0005944222211837769
1772048140037281300,0.35428125,-0.0009801802225410938,-0.0002658942248672247,0.00036306167021393776
1772048140047233000,0.36423291015625,-0.0005333018489181995,0.0005847194697707891,0.000003002118319272995
1772048140057185300,0.374185302734375,-0.0020539555698633194,-0.00026052165776491165,0.0015066631603986025
1772048140067137300,0.38413720703125,-0.00013008806854486465,-0.0008647928480058908,0.002198019763454795
1772048140077089000,0.394089111328125,0.0017565805464982986,-0.000419022049754858,0.0011692787520587444
1772048140087041000,0.404041015625,-0.0013460021000355482,0.002565849106758833,0.0022481251507997513
1772048140096992300,0.4139921875,-0.0011448522564023733,0.0013906836975365877,0.0018314218614250422
1772048140106947600,0.423947509765625,-0.00021274574100971222,0.00017441785894334316,0.0026921555399894714
1772048140116899800,0.43389990234375,0.000693583395332098,-0.0005896014627069235,0.004034855403006077
1772048140126851600,0.4438515625,0.0029562050476670265,-0.0019518083427101374,0.00024251407012343407
1772048140136803600,0.453803466796875,0.0007864763028919697,-0.0009385962039232254,0.0015965255443006754
1772048140146755600,0.463755615234375,-0.002267903182655573,0.0004861948546022177,0.0019243606366217136
1772048140156707800,0.473707763671875,0.0012317807413637638,-0.00005874340422451496,-0.0005071149207651615
1772048140166658600,0.483658447265625,-0.00019966810941696167,0.0029016262851655483,0.0011001029051840305
1772048140176610800,0.49361083984375,-0.00004271930083632469,0.0023636675905436277,0.0014686065260320902
1772048140186562800,0.503562744140625,-0.00040890416130423546,0.0003769495524466038,-0.000006251968443393707
1772048140196514600,0.5135146484375,-0.0008173440583050251,0.0008731575217097998,0.000003023538738489151
1772048140206466600,0.523466552734375,-0.0028610536828637123,0.0002228135708719492,0.00018225423991680145
1772048140216418800,0.533418701171875,-0.003036842215806246,-0.0007392596453428268,0.0021049657370895147
1772048140226370600,0.54337060546875,0.0007637552917003632,0.0010213563218712807,0.00041439104825258255
