time,seconds_elapsed,z,y,x
1772045260707402200,0.07040234375,-0.19861293933093546,0.08771656963676214,0.4966938224993646
1772045260717387300,0.08038720703125,-0.21087211692333221,0.20144436336457727,0.6345655120763928
1772045260727373300,0.090373291015625,-0.33059155228137965,0.5384063274607062,0.7850380322903394
1772045260737359400,0.100359375,-0.4728910682380199,0.953361339558661,0.8157472049392759
1772045260747345200,0.11034521484375,-0.5464864658027887,1.2912044704034924,0.8210911963157356
1772045260757331500,0.12033154296875,-0.44083588780760763,1.5029378803312778,0.9315659065317362
1772045260767317200,0.130317138671875,-0.20736790819466114,1.5280556627139448,1.0816202743988483
1772045260777303300,0.14030322265625,0.1604559348940849,1.3486314079776405,1.049666654646769
1772045260787288000,0.1502880859375,0.38369127430617805,1.1474825204283,1.0188606705598533
1772045260797274400,0.1602744140625,0.600835895627737,1.2730571115553377,1.0821792965210975
1772045260807260200,0.17026025390625,0.729042004302144,1.5354960418477654,1.1216159655049442
1772045260817246200,0.18024609375,0.7625503061503172,1.866727353337407,1.202115004978329
1772045260827232300,0.190232177734375,0.8712415670156478,2.2409908740848303,1.3705029019154606
1772045260837218300,0.20021826171875,0.9035416621178388,2.481308281201124,1.486497325401008
1772045260847203300,0.210203369140625,1.0433528683900832,2.785581735399365,1.4424856035865843
1772045260857189000,0.220189208984375,1.2411924852609633,2.9280680060997604,1.4471714233152568
1772045260867175400,0.230175537109375,1.396705118533969,2.8953537772387263,1.5910583545938133
1772045260877161200,0.2401611328125,1.5062182171761989,2.7369875081002712,1.7852998008422551
1772045260887147300,0.250147216796875,1.5984861665070056,2.4005045596927403,1.8640910134844482
1772045260897133300,0.26013330078125,1.6901380297660826,1.8506746286809443,1.7884342994756997
1772045260907118300,0.270118408203125,1.7107324895054101,1.4513298581689595,1.7458534872472284
1772045260917104000,0.280104248046875,1.7243366519659757,1.4869284102946518,1.8218400177322327
1772045260927090400,0.29009033203125,1.7306290301084517,1.7041458045914768,1.6732184591472148
1772045260937076200,0.300076171875,1.7920780628055333,1.8356348804593086,1.1092404680564998
1772045260947062300,0.310062255859375,1.6559937681019306,2.0091215618401765,0.7017097607403994
1772045260957048000,0.320048095703125,1.2740350166767835,2.2562512793198226,0.798080761475861
1772045260967034400,0.330034423828125,1.1048673675388097,2.548510178336501,1.0696841182157397
1772045260977019400,0.340019287109375,0.8977712620228528,2.808048418751359,1.443537304596603
1772045260987005200,0.350005126953125,0.7192395722121,3.02328691419065,1.8190937877640128
1772045260996991500,0.359991455078125,0.7460393163323402,3.0010493634194133,2.204218602004647
1772045261006977300,0.369977294921875,1.2099474521696567,2.730491716340184,2.7661279701277612
1772045261016963300,0.37996337890625,1.5430214689165354,2.6496342188179494,2.7146681242644783
1772045261026949400,0.389949462890625,1.7225579518556593,2.5765257279872893,2.4705498635604974
1772045261036934400,0.399934326171875,1.9223335052251815,2.4703134244561196,2.0644670169651507
1772045261046920200,0.409920166015625,1.9385148246973751,2.51374807703495,2.0919500671744347
1772045261056906200,0.41990625,1.6685919683903454,2.488377196674049,2.3785639460414645
1772045261066892300,0.429892333984375,1.3998451701253651,2.4879583867400883,2.543955583772063
1772045261076878300,0.43987841796875,1.2585802579134702,2.390474748587608,2.422092706644535
1772045261086864100,0.449864013671875,1.1129518897950648,1.9647677485898136,1.9324884040147066
1772045261096850400,0.459850341796875,1.0781453648298978,1.8404376045659183,1.5315660089224576
1772045261106835500,0.46983544921875,0.9500152440011501,1.8676959061086176,1.3146008358210324
1772045261116821200,0.4798212890625,0.5608569364607334,1.785858749899268,1.2356734295785425
1772045261126807300,0.489807373046875,0.2752180401057005,1.82511348644495,1.2681482967257498
1772045261136793300,0.49979345703125,0.11774258232712745,1.9234756609976291,1.1812012501567601
1772045261146779400,0.509779296875,-0.052658992519974704,1.9127043838754296,1.0018453844815491
1772045261156765200,0.51976513671875,-0.18728958128392695,1.8959841352209448,0.7197007599830627
1772045261166750200,0.529750244140625,-0.20701836410462854,1.6791288522347807,0.6633885056525468
1772045261176736300,0.539736328125,0.044404958915710446,1.4674395737096666,0.49193654496967787
1772045261186722300,0.549722412109375,0.43556291584074497,1.2775680131085216,0.0590291120737791
1772045261196708000,0.5597080078125,0.751670015695691,1.0053333727277816,-0.47110184673368927
1772045261206694400,0.5696943359375,1.0537515128076076,0.9140499043896794,-0.8840782522350549
1772045261216680200,0.57968017578125,1.2587208354279398,1.0907805361278355,-1.0598615201205015
1772045261226666200,0.589666259765625,1.2314990665033458,1.21203974827379,-0.9871405673027038
1772045261236651300,0.5996513671875,1.0420587369263172,0.9632744654815644,-1.0564666169852017
1772045261246637300,0.60963720703125,0.623469752240181,0.6231716460764408,-1.285354867592454
1772045261256623400,0.619623291015625,0.26186580657958985,0.5422552214412019,-1.767398964101076
1772045261266609200,0.629609130859375,-0.16570026528835297,0.5918965101078152,-2.1185545809835196
1772045261276595500,0.639595458984375,-0.5645785873323679,0.7871367581352591,-2.40348854393959
1772045261286581200,0.649581298828125,-0.7764344545960425,1.0399206289190799,-2.808579749149084
1772045261296567300,0.6595673828125,-0.6919336321353912,1.3012562010794877,-3.080519790497422
1772045261306552000,0.669552001953125,-0.33216157807707786,1.349614427665621,-2.7893834657698866
1772045261316538400,0.679538330078125,-0.31210195586681366,1.4143874902188778,-2.580381234371662
1772045261326524200,0.689524169921875,-0.7757936724744736,1.5838465235188603,-2.7597341774374247
1772045261336510200,0.69951025390625,-1.2647644995063543,1.6367466313183308,-3.29013167822659
1772045261346496300,0.709496337890625,-1.628726406469941,1.0143671585328877,-3.7922722218245264
1772045261356482300,0.719482421875,-1.977404235062003,0.25784707245752214,-4.534274245464801
1772045261366467300,0.72946728515625,-2.0305781913667915,-0.20770240084603428,-5.803810781678557
1772045261376453400,0.739453369140625,-1.8828332694858312,-0.6672473730377853,-6.820025467774272
1772045261386439400,0.749439453125,-1.6529215210497379,-1.0107108279824257,-7.329552614492178
1772045261396425200,0.75942529296875,-1.2140267573725432,-1.855738926333189,-6.886905293348431
1772045261406411300,0.769411376953125,-0.8430249418348074,-2.514965928392112,-5.94774754344821
1772045261416397300,0.779397216796875,-0.46400049029588697,-2.6845000727549193,-5.10586358834207
1772045261426383400,0.78938330078125,-0.047723289683461186,-2.693872296734154,-4.737388587868214
1772045261436368100,0.7993681640625,0.014783745900262147,-2.6991756638392803,-4.677033195626735
1772045261446354400,0.8093544921875,-0.0899035582870245,-2.841944550873339,-5.011677238169312
1772045261456340200,0.81934033203125,-0.13945347887575626,-3.073069766752422,-5.5957437853038305
1772045261466326300,0.829326171875,-0.1196966390043497,-3.2547643045082686,-6.0055918296515935
1772045261476312300,0.839312255859375,-0.08347969925198703,-3.3160634073406454,-5.9297390085488555
1772045261486298400,0.84929833984375,0.013258088969253002,-3.2770626455560325,-5.320748448038101
